,x,y
829,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,anger
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,fear
831,i feel like ive got a handle on trusting my instincts,joy
832,i feel so complacent and start thinking that i am so smart,joy
833,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,fear
834,i feel if journalists then blamed me,sadness
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise
836,i put my leg around yours and wrap my arms under yours for me to feel safe again,joy
837,i feel more loyal to lucy,love
838,i feel like im not pretty enough like my personality is too boring and obnoxious,sadness
839,i am so relieved and excited and i feel confident again,joy
840,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy
841,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,sadness
842,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,sadness
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,sadness
844,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,anger
845,i feel more clever,joy
846,i was feeling remorseful about my breakfast and so i took a diet pill,sadness
847,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,sadness
848,i do not know what my next steps are but i no longer feel lost,sadness
849,i have been feeling awful,sadness
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy
851,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,surprise
852,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,joy
